feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target,sensitive
0.4967141530112327,0.6008012937813239,0.565677347610439,0.2093568972424153,-0.005425460286414786,1.095950805702333,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,1,0
-0.5622875292409727,-0.8448380480466344,0.11306577777725349,0.4806049110214871,-0.11396428691526597,1.0756497349109742,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,0,1
-0.6017066122293969,-0.3991918228779374,0.31647398952419664,0.4218756830397985,0.11853181389559427,0.8704885831065471,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,0.7384665799954104,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,0,0
-0.7198442083947086,-0.3724201112117547,0.5372971931819203,0.40285226869675733,0.1215164307730211,1.0651864651580953,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.33126343140356396,0.9755451271223592,0,0
-0.47917423784528995,-0.23481452140275566,0.037537339786191726,0.20339341714060782,-0.004687850584408515,1.0356543833790273,-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.6451197546051243,0.36139560550841393,1.5380365664659692,-0.03582603910995154,1.5646436558140062,-2.6197451040897444,1,1
0.8219025043752238,0.4651000690110363,0.3245033204440325,0.4618356135174988,0.1493058106928219,1.0575520894117956,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,0.5132674331133561,1,0
0.09707754934804039,0.2316707206168681,-0.03264747016796115,0.09243503487383428,0.13171651496648626,1.044811805607935,0.29612027706457605,0.26105527217988933,0.00511345664246089,-0.23458713337514692,-1.4153707420504142,-0.42064532276535904,-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,1,1
0.4040508568145384,0.19140319669366393,0.09904120900071323,0.19321210907210354,-0.018190118858500345,1.0392221035543299,-0.026513875449216878,0.06023020994102644,2.463242112485286,-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-1.168678037619532,1.1428228145150205,0.7519330326867741,0,0
0.7910319470430469,0.28509848887841927,0.5480492930449588,0.1798591341843359,0.040096376614346396,1.2621816240609238,-0.9905363251306883,-0.5662977296027719,0.09965136508764122,-0.5034756541161992,-1.5506634310661327,0.06856297480602733,-1.0623037137261049,0.4735924306351816,-0.9194242342338032,0,1
1.5499344050175394,0.652690399110861,2.446839872377267,0.8761186988290521,0.25490454480487257,0.9823801447584668,1.307142754282428,-1.6074832345612275,0.1846338585323042,0.25988279424842353,0.7818228717773104,-1.236950710878082,-1.3204566130842763,0.5219415656168976,0.29698467323318606,1,0
