feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
0.4967141530112327,-0.1596693567075576,0.5562575526065725,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1
1.5792128155073915,0.9479048355370181,-0.2136827985550961,0.5425600435859647,-0.46341769281246226,-0.46572975357025687,1
0.24196227156603412,-0.27746027453429517,0.39045196158945916,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,1
-0.9080240755212109,-1.0004171697875377,-0.8128085252824137,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,0
-0.5443827245251827,-0.5425813349757406,0.04412727517077758,0.37569801834567196,-0.600638689918805,-0.2916937497932768,0
-0.6017066122293969,-0.06278804661782533,0.260531813096948,-1.0577109289559004,0.822544912103189,-1.2208436499710222,0
0.2088635950047554,0.006511356650953121,1.0300126578333024,0.19686123586912352,0.7384665799954104,0.1713682811899705,0
-0.11564828238824053,-0.8853314792953888,0.42324511213809424,-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0
0.3436182895684614,0.8449285549023493,1.248999906397656,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1
1.030999522495951,0.40625455118924103,1.3380038687242246,-0.3092123758512146,0.33126343140356396,0.9755451271223592,1
-0.47917423784528995,-0.41269960382854637,-0.134004721995438,-1.1962066240806708,0.812525822394198,1.356240028570823,0
-0.07201012158033385,0.16566015620608868,0.06397207823043914,-0.6451197546051243,0.36139560550841393,1.5380365664659692,1
-0.03582603910995154,0.07114437791343016,0.5414001893393873,0.8219025043752238,0.08704706823817121,-0.2990073504658674,0
0.0917607765355023,0.6204983949891396,0.71497616181612,0.3571125715117464,1.477894044741516,-0.5182702182736474,1
-0.8084936028931876,-0.40729331061817076,-0.5909051471581807,0.32875110965968446,-0.5297602037670388,0.5132674331133561,0
0.09707754934804039,-0.3529927503701217,0.13082020994132426,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,1
0.29612027706457605,1.3261773086474917,0.598249126507613,-0.23458713337514692,-1.4153707420504142,-0.42064532276535904,1
-0.3427145165267695,-0.177004881552299,-0.685976052654984,0.4040508568145384,1.8861859012105302,0.17457781283183896,0
